NU_ANO;NO_MUNICIPIO_RESIDENCIA;SG_UF_RESIDENCIA;NU_IDADE;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_NACIONALIDADE;NO_MUNICIPIO_NASCIMENTO;SG_UF_NASCIMENTO;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;IN_TREINEIRO;CO_ESCOLA;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TP_LINGUA;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO
2019;Cachoeiro de Itapemirim;ES;18;M;Solteiro;3;1;Cachoeiro de Itapemirim;ES;1;1;1;1;0;;;;;0;0;0;0;;;;;;;;;1;;;;;;
2019;Cachoeiro de Itapemirim;ES;19;M;Solteiro;3;1;Cachoeiro de Itapemirim;ES;1;1;1;1;0;;;;;0;0;0;0;;;;;;;;;0;;;;;;
2019;Cachoeiro de Itapemirim;ES;20;F;Solteiro;3;1;Cachoeiro de Itapemirim;ES;1;2;1;1;0;;;;;0;0;0;0;;;;;;;;;1;;;;;;
2019;Cachoeiro de Itapemirim;ES;20;M;Solteiro;3;1;Cachoeiro de Itapemirim;ES;1;2;1;1;0;;;;;0;0;0;0;;;;;;;;;1;;;;;;
2019;Cachoeiro de Itapemirim;ES;22;M;Solteiro;3;1;Cachoeiro de Itapemirim;ES;1;5;1;1;0;;;;;0;0;0;0;;;;;;;;;0;;;;;;
2019;Cachoeiro de Itapemirim;ES;22;M;Solteiro;3;1;Cachoeiro de Itapemirim;ES;1;5;1;1;0;;;;;0;0;0;0;;;;;;;;;1;;;;;;
2019;Cachoeiro de Itapemirim;ES;30;M;Solteiro;3;1;Cachoeiro de Itapemirim;ES;1;3;1;1;0;;;;;0;0;0;0;;;;;;;;;1;;;;;;
2019;Cachoeiro de Itapemirim;ES;18;F;Solteiro;3;1;Cachoeiro de Itapemirim;ES;1;1;1;1;0;;;;;0;0;0;0;;;;;;;;;0;;;;;;
2019;Cachoeiro de Itapemirim;ES;27;F;Solteiro;3;1;Cachoeiro de Itapemirim;ES;1;11;1;1;0;;;;;0;0;0;0;;;;;;;;;1;;;;;;
2019;Cachoeiro de Itapemirim;ES;22;F;Solteiro;3;1;Cachoeiro de Itapemirim;ES;1;4;1;1;0;;;;;0;0;0;0;;;;;;;;;1;;;;;;
2019;Cachoeiro de Itapemirim;ES;22;F;Solteiro;3;1;Cachoeiro de Itapemirim;ES;1;4;1;1;0;;;;;0;0;0;0;;;;;;;;;1;;;;;;
2019;Cachoeiro de Itapemirim;ES;19;F;Solteiro;3;1;Cachoeiro de Itapemirim;ES;1;1;1;1;0;;;;;0;0;0;0;;;;;;;;;1;;;;;;
2019;Cachoeiro de Itapemirim;ES;19;M;Solteiro;3;1;Cachoeiro de Itapemirim;ES;1;1;1;1;0;;;;;0;0;0;0;;;;;;;;;1;;;;;;
2019;Cachoeiro de Itapemirim;ES;20;M;Solteiro;3;1;Cachoeiro de Itapemirim;ES;1;4;1;1;0;;;;;0;0;0;0;;;;;;;;;0;;;;;;
2019;Cachoeiro de Itapemirim;ES;26;F;Solteiro;3;1;Cachoeiro de Itapemirim;ES;1;9;1;1;0;;;;;0;0;0;0;;;;;;;;;1;;;;;;
2019;Cachoeiro de Itapemirim;ES;28;F;Solteiro;3;1;Cachoeiro de Itapemirim;ES;1;10;1;1;0;;;;;0;0;0;0;;;;;;;;;0;;;;;;
2019;Cachoeiro de Itapemirim;ES;25;F;Solteiro;3;1;Cachoeiro de Itapemirim;ES;1;7;1;1;0;;;;;0;0;0;0;;;;;;;;;0;;;;;;
2019;Cachoeiro de Itapemirim;ES;20;F;Solteiro;3;1;Cachoeiro de Itapemirim;ES;1;2;1;1;0;;;;;0;0;0;0;;;;;;;;;0;;;;;;
2019;Cachoeiro de Itapemirim;ES;25;F;Solteiro;3;1;Cachoeiro de Itapemirim;ES;1;7;1;1;0;;;;;0;0;0;0;;;;;;;;;1;;;;;;
2019;Cachoeiro de Itapemirim;ES;19;F;Solteiro;3;1;Cachoeiro de Itapemirim;ES;1;1;1;1;0;;;;;0;0;0;0;;;;;;;;;1;;;;;;
2019;Cachoeiro de Itapemirim;ES;38;F;Solteiro;3;1;Cachoeiro de Itapemirim;ES;1;13;1;1;0;;;;;0;0;0;0;;;;;;;;;1;;;;;;
2019;Cachoeiro de Itapemirim;ES;18;F;Solteiro;3;1;Cachoeiro de Itapemirim;ES;1;1;1;1;0;;;;;0;0;0;0;;;;;;;;;1;;;;;;
2019;Cachoeiro de Itapemirim;ES;20;F;Solteiro;3;1;Cachoeiro de Itapemirim;ES;1;3;1;1;0;;;;;0;0;0;0;;;;;;;;;0;;;;;;
2019;Cachoeiro de Itapemirim;ES;21;F;Solteiro;3;1;Cachoeiro de Itapemirim;ES;1;2;1;1;0;;;;;0;0;0;0;;;;;;;;;0;;;;;;
2019;Cachoeiro de Itapemirim;ES;19;F;Solteiro;3;1;Cachoeiro de Itapemirim;ES;1;2;1;1;0;;;;;0;0;0;0;;;;;;;;;0;;;;;;
2019;Cachoeiro de Itapemirim;ES;19;F;Solteiro;3;1;Cachoeiro de Itapemirim;ES;1;1;1;1;0;;;;;0;0;0;0;;;;;;;;;1;;;;;;
2019;Cachoeiro de Itapemirim;ES;25;F;Solteiro;3;1;Cachoeiro de Itapemirim;ES;1;7;1;1;0;;;;;0;0;0;0;;;;;;;;;1;;;;;;
2019;Cachoeiro de Itapemirim;ES;18;F;Solteiro;3;1;Cachoeiro de Itapemirim;ES;1;1;1;1;0;;;;;0;0;0;0;;;;;;;;;1;;;;;;
2019;Cachoeiro de Itapemirim;ES;22;F;Solteiro;3;1;Cachoeiro de Itapemirim;ES;1;4;1;1;0;;;;;0;0;0;0;;;;;;;;;0;;;;;;
2019;Cachoeiro de Itapemirim;ES;27;F;Solteiro;3;1;Cachoeiro de Itapemirim;ES;1;9;1;1;0;;;;;0;0;0;0;;;;;;;;;1;;;;;;
2019;Cachoeiro de Itapemirim;ES;19;M;Solteiro;3;1;Cachoeiro de Itapemirim;ES;1;1;1;1;0;;;;;0;0;0;0;;;;;;;;;0;;;;;;
2019;Cachoeiro de Itapemirim;ES;22;M;Solteiro;3;1;Cachoeiro de Itapemirim;ES;1;5;1;1;0;;;;;0;0;0;0;;;;;;;;;0;;;;;;
2019;Cachoeiro de Itapemirim;ES;22;M;Solteiro;3;1;Cachoeiro de Itapemirim;ES;1;5;1;1;0;;;;;0;0;0;0;;;;;;;;;1;;;;;;
2019;Cachoeiro de Itapemirim;ES;19;F;Solteiro;3;1;Cachoeiro de Itapemirim;ES;1;1;1;1;0;;;;;0;0;0;0;;;;;;;;;1;;;;;;
2019;Cachoeiro de Itapemirim;ES;19;F;Solteiro;3;1;Cachoeiro de Itapemirim;ES;1;1;1;1;0;;;;;0;0;0;0;;;;;;;;;1;;;;;;
2019;Cachoeiro de Itapemirim;ES;23;M;Solteiro;3;1;Cachoeiro de Itapemirim;ES;1;4;1;1;0;;;;;0;0;0;0;;;;;;;;;1;;;;;;
2019;Cachoeiro de Itapemirim;ES;23;F;Solteiro;3;1;Cachoeiro de Itapemirim;ES;1;6;1;1;0;;;;;0;0;0;0;;;;;;;;;0;;;;;;
2019;Cachoeiro de Itapemirim;ES;18;F;Solteiro;3;1;Cachoeiro de Itapemirim;ES;1;1;1;1;0;;;;;0;0;0;0;;;;;;;;;1;;;;;;
2019;Cachoeiro de Itapemirim;ES;22;F;Solteiro;3;1;Cachoeiro de Itapemirim;ES;1;4;1;1;0;;;;;0;0;0;0;;;;;;;;;1;;;;;;
2019;Cachoeiro de Itapemirim;ES;28;F;Solteiro;3;1;Cachoeiro de Itapemirim;ES;1;11;1;1;0;;;;;0;0;0;0;;;;;;;;;1;;;;;;
2019;Cachoeiro de Itapemirim;ES;20;M;Solteiro;3;1;Cachoeiro de Itapemirim;ES;1;3;1;1;0;;;;;0;0;0;0;;;;;;;;;0;;;;;;
2019;Cachoeiro de Itapemirim;ES;23;F;Solteiro;3;1;Cachoeiro de Itapemirim;ES;1;6;1;1;0;;;;;0;0;0;0;;;;;;;;;0;;;;;;
2019;Cachoeiro de Itapemirim;ES;24;F;Solteiro;3;1;Cachoeiro de Itapemirim;ES;1;4;1;1;0;;;;;0;0;0;0;;;;;;;;;1;;;;;;
2019;Cachoeiro de Itapemirim;ES;19;M;Solteiro;3;1;Cachoeiro de Itapemirim;ES;1;2;1;1;0;;;;;0;0;0;0;;;;;;;;;1;;;;;;
2019;Cachoeiro de Itapemirim;ES;28;M;Solteiro;3;1;Cachoeiro de Itapemirim;ES;1;11;1;1;0;;;;;0;0;0;0;;;;;;;;;1;;;;;;
2019;Cachoeiro de Itapemirim;ES;20;M;Solteiro;3;1;Cachoeiro de Itapemirim;ES;1;2;1;1;0;;;;;0;0;0;0;;;;;;;;;1;;;;;;
2019;Cachoeiro de Itapemirim;ES;23;F;Solteiro;3;1;Cachoeiro de Itapemirim;ES;1;5;1;1;0;;;;;0;0;0;0;;;;;;;;;0;;;;;;
2019;Cachoeiro de Itapemirim;ES;23;M;Solteiro;3;1;Cachoeiro de Itapemirim;ES;1;5;1;1;0;;;;;0;0;0;0;;;;;;;;;0;;;;;;
2019;Cachoeiro de Itapemirim;ES;18;F;Solteiro;3;1;Cachoeiro de Itapemirim;ES;1;1;1;1;0;;;;;0;0;0;0;;;;;;;;;1;;;;;;
2019;Cachoeiro de Itapemirim;ES;20;F;Solteiro;3;1;Cachoeiro de Itapemirim;ES;1;3;1;1;0;;;;;0;0;0;0;;;;;;;;;1;;;;;;
2019;Cachoeiro de Itapemirim;ES;26;F;Solteiro;3;1;Cachoeiro de Itapemirim;ES;1;9;1;1;0;;;;;0;0;0;0;;;;;;;;;1;;;;;;
2019;Cachoeiro de Itapemirim;ES;22;M;Solteiro;3;1;Cachoeiro de Itapemirim;ES;1;5;1;1;0;;;;;0;0;0;0;;;;;;;;;1;;;;;;
2019;Cachoeiro de Itapemirim;ES;19;M;Solteiro;3;1;Cachoeiro de Itapemirim;ES;1;2;1;1;0;;;;;0;0;0;0;;;;;;;;;0;;;;;;
2019;Cachoeiro de Itapemirim;ES;21;M;Solteiro;3;1;Cachoeiro de Itapemirim;ES;1;4;1;1;0;;;;;0;0;0;0;;;;;;;;;1;;;;;;
2019;Cachoeiro de Itapemirim;ES;27;F;Solteiro;3;1;Cachoeiro de Itapemirim;ES;1;8;1;;0;;;;;0;0;0;0;;;;;;;;;1;;;;;;
2019;Cachoeiro de Itapemirim;ES;19;M;Solteiro;3;1;Cachoeiro de Itapemirim;ES;1;1;1;;0;;;;;0;0;0;0;;;;;;;;;1;;;;;;
2019;Cachoeiro de Itapemirim;ES;18;M;Solteiro;3;1;Cachoeiro de Itapemirim;ES;1;1;1;;0;;;;;0;0;0;0;;;;;;;;;1;;;;;;
2019;Cachoeiro de Itapemirim;ES;24;F;Solteiro;3;1;Cachoeiro de Itapemirim;ES;1;3;1;;0;;;;;0;0;0;0;;;;;;;;;0;;;;;;
2019;Cachoeiro de Itapemirim;ES;19;F;Solteiro;3;1;Cachoeiro de Itapemirim;ES;1;1;1;;0;;;;;0;0;0;0;;;;;;;;;1;;;;;;
2019;Cachoeiro de Itapemirim;ES;21;F;Solteiro;3;1;Cachoeiro de Itapemirim;ES;1;4;1;;0;;;;;0;0;0;0;;;;;;;;;1;;;;;;
2019;Cachoeiro de Itapemirim;ES;20;M;Solteiro;3;1;Cachoeiro de Itapemirim;ES;1;3;1;;0;;;;;0;0;0;0;;;;;;;;;0;;;;;;
2019;Cachoeiro de Itapemirim;ES;21;F;Solteiro;3;1;Cachoeiro de Itapemirim;ES;1;2;1;;0;;;;;0;0;0;0;;;;;;;;;0;;;;;;
2019;Cachoeiro de Itapemirim;ES;21;M;Solteiro;3;1;Cachoeiro de Itapemirim;ES;1;0;1;;0;;;;;0;0;0;0;;;;;;;;;0;;;;;;
2019;Cachoeiro de Itapemirim;ES;19;M;Solteiro;3;1;Cachoeiro de Itapemirim;ES;1;1;1;;0;;;;;0;0;0;0;;;;;;;;;1;;;;;;
2019;Cachoeiro de Itapemirim;ES;20;F;Solteiro;3;1;Cachoeiro de Itapemirim;ES;1;2;1;;0;;;;;0;0;0;0;;;;;;;;;1;;;;;;
2019;Cachoeiro de Itapemirim;ES;19;F;Solteiro;3;1;Cachoeiro de Itapemirim;ES;1;2;1;;0;;;;;0;0;0;0;;;;;;;;;0;;;;;;
2019;Cachoeiro de Itapemirim;ES;19;M;Solteiro;3;1;Cachoeiro de Itapemirim;ES;1;1;1;;0;;;;;0;0;0;0;;;;;;;;;1;;;;;;
2019;Cachoeiro de Itapemirim;ES;22;F;Solteiro;3;1;Cachoeiro de Itapemirim;ES;1;5;1;;0;;;;;0;0;0;0;;;;;;;;;1;;;;;;
2019;Cachoeiro de Itapemirim;ES;26;F;Solteiro;3;1;Cachoeiro de Itapemirim;ES;1;0;1;;0;;;;;0;0;0;0;;;;;;;;;1;;;;;;
2019;Cachoeiro de Itapemirim;ES;20;F;Solteiro;3;1;Cachoeiro de Itapemirim;ES;1;1;1;;0;;;;;0;0;0;0;;;;;;;;;1;;;;;;
2019;Cachoeiro de Itapemirim;ES;28;F;Solteiro;3;1;Cachoeiro de Itapemirim;ES;1;5;1;;0;;;;;0;0;0;0;;;;;;;;;1;;;;;;
2019;Cachoeiro de Itapemirim;ES;32;M;Solteiro;3;1;Cachoeiro de Itapemirim;ES;1;7;1;;0;;;;;0;0;0;0;;;;;;;;;0;;;;;;
2019;Cachoeiro de Itapemirim;ES;21;M;Solteiro;3;1;Cachoeiro de Itapemirim;ES;1;3;1;;0;;;;;0;0;0;0;;;;;;;;;1;;;;;;
2019;Cachoeiro de Itapemirim;ES;19;F;Solteiro;3;1;Cachoeiro de Itapemirim;ES;1;2;1;;0;;;;;0;0;0;0;;;;;;;;;0;;;;;;
2019;Cachoeiro de Itapemirim;ES;22;M;Solteiro;3;1;Cachoeiro de Itapemirim;ES;1;3;1;;0;;;;;0;0;0;0;;;;;;;;;0;;;;;;
2019;Cachoeiro de Itapemirim;ES;18;F;Solteiro;3;1;Cachoeiro de Itapemirim;ES;1;1;1;;0;;;;;0;0;0;0;;;;;;;;;0;;;;;;
2019;Cachoeiro de Itapemirim;ES;28;M;Solteiro;3;1;Cachoeiro de Itapemirim;ES;1;9;1;;0;;;;;0;0;0;0;;;;;;;;;0;;;;;;
2019;Cachoeiro de Itapemirim;ES;45;F;Solteiro;3;1;Cachoeiro de Itapemirim;ES;1;13;1;2;0;;;;;0;0;0;0;;;;;;;;;1;;;;;;
2019;Cachoeiro de Itapemirim;ES;20;F;Solteiro;3;1;Cachoeiro de Itapemirim;ES;1;3;1;;0;;;;;0;0;0;0;;;;;;;;;0;;;;;;
